frame,worldX,worldZ,preferred,foundPreferred,nHits,hits
106,-239.8231,-72.0000,Green,1,2;Fairway_3|Fairway|10.3038;Green_1|Green|10.3885
107,-239.8231,-72.0000,Green,1,2;Fairway_3|Fairway|10.3038;Green_1|Green|10.3885
107,-239.8032,-72.0000,Green,1,2;Fairway_3|Fairway|10.3033;Green_1|Green|10.3880
108,-239.8032,-72.0000,Green,1,2;Fairway_3|Fairway|10.3033;Green_1|Green|10.3880
108,-239.7833,-72.0000,Green,1,2;Fairway_3|Fairway|10.3028;Green_1|Green|10.3875
109,-239.7833,-72.0000,Green,1,2;Fairway_3|Fairway|10.3028;Green_1|Green|10.3875
109,-239.7635,-72.0000,Green,1,2;Fairway_3|Fairway|10.3023;Green_1|Green|10.3870
110,-239.7635,-72.0000,Green,1,2;Fairway_3|Fairway|10.3023;Green_1|Green|10.3870
110,-239.7436,-72.0000,Green,1,2;Fairway_3|Fairway|10.3018;Green_1|Green|10.3865
111,-239.7436,-72.0000,Green,1,2;Fairway_3|Fairway|10.3018;Green_1|Green|10.3865
111,-239.7237,-72.0000,Green,1,2;Fairway_3|Fairway|10.3013;Green_1|Green|10.3859
112,-239.7237,-72.0000,Green,1,2;Fairway_3|Fairway|10.3013;Green_1|Green|10.3859
112,-239.7039,-72.0000,Green,1,2;Fairway_3|Fairway|10.3008;Green_1|Green|10.3854
113,-239.7039,-72.0000,Green,1,2;Fairway_3|Fairway|10.3008;Green_1|Green|10.3854
113,-239.6841,-72.0000,Green,1,2;Fairway_3|Fairway|10.3003;Green_1|Green|10.3849
114,-239.6841,-72.0000,Green,1,2;Fairway_3|Fairway|10.3003;Green_1|Green|10.3849
114,-239.6642,-72.0000,Green,1,2;Fairway_3|Fairway|10.2998;Green_1|Green|10.3844
115,-239.6642,-72.0000,Green,1,2;Fairway_3|Fairway|10.2998;Green_1|Green|10.3844
115,-239.6444,-72.0000,Green,1,2;Fairway_3|Fairway|10.2993;Green_1|Green|10.3839
116,-239.6444,-72.0000,Green,1,2;Fairway_3|Fairway|10.2993;Green_1|Green|10.3839
116,-239.6246,-72.0000,Green,1,2;Fairway_3|Fairway|10.2988;Green_1|Green|10.3834
117,-239.6246,-72.0000,Green,1,2;Fairway_3|Fairway|10.2988;Green_1|Green|10.3834
117,-239.6048,-72.0000,Green,1,2;Fairway_3|Fairway|10.2982;Green_1|Green|10.3829
118,-239.6048,-72.0000,Green,1,2;Fairway_3|Fairway|10.2982;Green_1|Green|10.3829
118,-239.5850,-72.0000,Green,1,2;Fairway_3|Fairway|10.2977;Green_1|Green|10.3823
119,-239.5850,-72.0000,Green,1,2;Fairway_3|Fairway|10.2977;Green_1|Green|10.3823
119,-239.5652,-72.0000,Green,1,2;Fairway_3|Fairway|10.2972;Green_1|Green|10.3818
120,-239.5652,-72.0000,Green,1,2;Fairway_3|Fairway|10.2972;Green_1|Green|10.3818
120,-239.5454,-72.0000,Green,1,2;Fairway_3|Fairway|10.2967;Green_1|Green|10.3813
121,-239.5454,-72.0000,Green,1,2;Fairway_3|Fairway|10.2967;Green_1|Green|10.3813
121,-239.5256,-72.0000,Green,1,2;Fairway_3|Fairway|10.2962;Green_1|Green|10.3808
122,-239.5256,-72.0000,Green,1,2;Fairway_3|Fairway|10.2962;Green_1|Green|10.3808
122,-239.5059,-72.0000,Green,1,2;Fairway_3|Fairway|10.2957;Green_1|Green|10.3803
123,-239.5059,-72.0000,Green,1,2;Fairway_3|Fairway|10.2957;Green_1|Green|10.3803
123,-239.4861,-72.0000,Green,1,2;Fairway_3|Fairway|10.2952;Green_1|Green|10.3798
124,-239.4861,-72.0000,Green,1,2;Fairway_3|Fairway|10.2952;Green_1|Green|10.3798
124,-239.4664,-72.0000,Green,1,2;Fairway_3|Fairway|10.2947;Green_1|Green|10.3793
125,-239.4664,-72.0000,Green,1,2;Fairway_3|Fairway|10.2947;Green_1|Green|10.3793
125,-239.4466,-72.0000,Green,1,2;Fairway_3|Fairway|10.2942;Green_1|Green|10.3788
126,-239.4466,-72.0000,Green,1,2;Fairway_3|Fairway|10.2942;Green_1|Green|10.3788
126,-239.4269,-72.0000,Green,1,2;Fairway_3|Fairway|10.2937;Green_1|Green|10.3782
127,-239.4269,-72.0000,Green,1,2;Fairway_3|Fairway|10.2937;Green_1|Green|10.3782
127,-239.4072,-72.0000,Green,1,2;Fairway_3|Fairway|10.2932;Green_1|Green|10.3777
128,-239.4072,-72.0000,Green,1,2;Fairway_3|Fairway|10.2932;Green_1|Green|10.3777
128,-239.3875,-72.0000,Green,1,2;Fairway_3|Fairway|10.2927;Green_1|Green|10.3772
129,-239.3875,-72.0000,Green,1,2;Fairway_3|Fairway|10.2927;Green_1|Green|10.3772
129,-239.3678,-72.0000,Green,1,2;Fairway_3|Fairway|10.2922;Green_1|Green|10.3767
130,-239.3678,-72.0000,Green,1,2;Fairway_3|Fairway|10.2922;Green_1|Green|10.3767
130,-239.3481,-72.0000,Green,1,2;Fairway_3|Fairway|10.2916;Green_1|Green|10.3762
131,-239.3481,-72.0000,Green,1,2;Fairway_3|Fairway|10.2916;Green_1|Green|10.3762
131,-239.3284,-72.0000,Green,1,2;Fairway_3|Fairway|10.2911;Green_1|Green|10.3757
132,-239.3284,-72.0000,Green,1,2;Fairway_3|Fairway|10.2911;Green_1|Green|10.3757
132,-239.3087,-72.0000,Green,1,2;Fairway_3|Fairway|10.2906;Green_1|Green|10.3752
133,-239.3087,-72.0000,Green,1,2;Fairway_3|Fairway|10.2906;Green_1|Green|10.3752
133,-239.2890,-72.0000,Green,1,2;Fairway_3|Fairway|10.2901;Green_1|Green|10.3747
134,-239.2890,-72.0000,Green,1,2;Fairway_3|Fairway|10.2901;Green_1|Green|10.3747
134,-239.2693,-72.0000,Green,1,2;Fairway_3|Fairway|10.2895;Green_1|Green|10.3742
