mode,source_hole,surface_target,target_v_horizontal_mps,target_spin_rpm,actual_v_at_contact_mps,first_contact_pos_x,first_contact_pos_y,first_contact_pos_z,end_pos_x,end_pos_y,end_pos_z,end_surface,roll_distance_m,bounce_count,sim_duration_s,sample_id,timestamp_iso
roll,1,Tee,6.0,2700,12.537,132.6285,10.1278,26.2270,136.2066,10.1466,26.2270,Fairway,3.5780,5,3.0102,2,2026-05-19T06:14:41.1187550+02:00
roll,1,Tee,9.0,500,14.388,134.0815,10.1263,26.2270,139.8008,10.1497,26.2270,Fairway,5.7193,5,4.5058,1,2026-05-19T06:14:41.4584400+02:00
roll,1,Tee,9.0,500,14.388,134.1815,10.1263,26.2270,139.9007,10.1500,26.2270,Fairway,5.7192,5,4.5055,2,2026-05-19T06:14:41.8038770+02:00
roll,1,Tee,9.0,2700,14.390,134.0475,10.1263,26.2270,139.7773,10.1497,26.2270,Fairway,5.7298,5,4.5134,1,2026-05-19T06:14:42.1666560+02:00
roll,1,Tee,9.0,2700,14.390,134.1476,10.1263,26.2270,139.8772,10.1499,26.2270,Fairway,5.7296,5,4.5131,2,2026-05-19T06:14:42.5065870+02:00
roll,1,Tee,12.0,500,16.655,135.1497,10.1253,26.2270,143.1699,10.1589,26.2270,Fairway,8.0202,5,5.6154,1,2026-05-19T06:14:42.8552150+02:00
roll,1,Tee,12.0,500,16.655,135.2497,10.1253,26.2270,143.2697,10.1592,26.2270,Fairway,8.0200,5,5.6155,2,2026-05-19T06:14:43.2091020+02:00
roll,1,Tee,12.0,2700,16.643,135.2853,10.1253,26.2270,143.3388,10.1592,26.2270,Fairway,8.0535,5,5.6675,1,2026-05-19T06:14:43.5786950+02:00
roll,1,Tee,12.0,2700,16.643,135.3853,10.1253,26.2270,143.4383,10.1592,26.2270,Fairway,8.0530,5,5.6672,2,2026-05-19T06:14:43.9338740+02:00
roll,1,Tee,15.0,500,19.296,135.9268,10.1253,26.2270,146.6034,10.1728,26.2270,Fairway,10.6766,5,6.5377,1,2026-05-19T06:14:44.2930370+02:00
roll,1,Tee,15.0,500,19.296,136.0268,10.1253,26.2270,146.7027,10.1733,26.2270,Fairway,10.6759,5,6.5373,2,2026-05-19T06:14:44.6645480+02:00
roll,1,Tee,15.0,2700,19.272,136.1619,10.1253,26.2270,146.8079,10.1739,26.2270,Fairway,10.6460,5,6.5815,1,2026-05-19T06:14:45.0305830+02:00
roll,1,Tee,15.0,2700,19.272,136.2619,10.1253,26.2270,146.9071,10.1745,26.2270,Fairway,10.6452,5,6.5813,2,2026-05-19T06:14:45.3938600+02:00
roll,1,Tee,20.0,500,24.396,136.8059,10.1253,26.2270,157.2244,10.2389,26.2270,Fairway,20.4185,6,7.4156,1,2026-05-19T06:14:45.7824860+02:00
roll,1,Tee,20.0,500,24.396,136.9059,10.1253,26.2270,157.3227,10.2394,26.2270,Fairway,20.4168,6,7.4149,2,2026-05-19T06:14:46.1572650+02:00
roll,1,Tee,20.0,2700,24.372,137.0710,10.1253,26.2270,157.2695,10.2391,26.2270,Fairway,20.1985,6,7.4159,1,2026-05-19T06:14:46.5237520+02:00
roll,1,Tee,20.0,2700,24.372,137.1710,10.1253,26.2270,157.3678,10.2397,26.2270,Fairway,20.1968,6,7.4153,2,2026-05-19T06:14:46.8961940+02:00
roll,1,Tee,25.0,500,29.525,137.3287,10.1256,26.2270,159.3490,10.2523,26.2270,Fairway,22.0203,5,8.8468,1,2026-05-19T06:14:47.2817560+02:00
roll,1,Tee,25.0,500,29.525,137.4283,10.1259,26.2270,159.4483,10.2529,26.2270,Fairway,22.0200,5,8.8470,2,2026-05-19T06:14:47.6465930+02:00
roll,1,Tee,25.0,2700,29.498,137.5982,10.1263,26.2270,159.3172,10.2521,26.2270,Fairway,21.7191,5,8.8388,1,2026-05-19T06:14:48.0121890+02:00
roll,1,Tee,25.0,2700,29.498,137.6981,10.1263,26.2270,159.4162,10.2527,26.2270,Fairway,21.7181,5,8.8387,2,2026-05-19T06:14:48.3743550+02:00
roll,1,Sand,3.0,500,7.420,-210.8212,7.6835,-83.7730,-210.7539,7.7258,-83.7730,Sand,0.0673,1,0.6843,1,2026-05-19T06:14:48.7299090+02:00
roll,1,Sand,3.0,500,7.358,-210.7431,7.7397,-83.7730,-210.6732,7.7771,-83.7730,Sand,0.0699,1,0.6827,2,2026-05-19T06:14:49.0508330+02:00
roll,1,Sand,3.0,2700,7.427,-210.8302,7.6782,-83.7730,-210.7630,7.7194,-83.7730,Sand,0.0672,1,0.6863,1,2026-05-19T06:14:49.3760340+02:00
roll,1,Sand,3.0,2700,7.365,-210.7518,7.7266,-83.7730,-210.6866,7.7684,-83.7730,Sand,0.0652,1,0.6745,2,2026-05-19T06:14:49.7018290+02:00
roll,1,Sand,6.0,500,9.050,-210.2264,8.0732,-83.7730,-210.1219,8.1274,-83.7730,Sand,0.1045,1,0.4861,1,2026-05-19T06:14:50.0451160+02:00
roll,1,Sand,6.0,500,9.010,-210.1616,8.1054,-83.7730,-210.0708,8.1591,-83.7730,Sand,0.0907,1,0.4645,2,2026-05-19T06:14:50.3752260+02:00
roll,1,Sand,6.0,2700,9.056,-210.2349,8.0692,-83.7730,-210.1279,8.1240,-83.7730,Sand,0.1070,1,0.4892,1,2026-05-19T06:14:50.6956780+02:00
roll,1,Sand,6.0,2700,9.016,-210.1698,8.1016,-83.7730,-210.0759,8.1560,-83.7730,Sand,0.0938,1,0.4681,2,2026-05-19T06:14:51.0165830+02:00
roll,1,Sand,9.0,500,11.654,-209.9835,8.2277,-83.7730,-209.8597,8.2933,-83.7730,Sand,0.1239,1,0.3664,1,2026-05-19T06:14:51.3558210+02:00
roll,1,Sand,9.0,500,11.629,-209.9257,8.2677,-83.7730,-209.7959,8.3334,-83.7730,Sand,0.1298,1,0.3661,2,2026-05-19T06:14:51.6870570+02:00
roll,1,Sand,9.0,2700,11.658,-209.9909,8.2247,-83.7730,-209.8620,8.2917,-83.7730,Sand,0.1289,1,0.3704,1,2026-05-19T06:14:52.0115130+02:00
roll,1,Sand,9.0,2700,11.633,-209.9329,8.2648,-83.7730,-209.7985,8.3319,-83.7730,Sand,0.1343,1,0.3696,2,2026-05-19T06:14:52.3470990+02:00
roll,1,Sand,12.0,500,14.638,-209.8705,8.3051,-83.7730,-209.6931,8.4183,-83.7730,Sand,0.1774,2,0.3936,1,2026-05-19T06:14:52.6645600+02:00
roll,1,Sand,12.0,500,14.622,-209.8163,8.3374,-83.7730,-209.6453,8.4485,-83.7730,Sand,0.1710,2,0.3860,2,2026-05-19T06:14:53.0090020+02:00
roll,1,Sand,12.0,2700,14.634,-209.8631,8.3080,-83.7730,-209.6922,8.4188,-83.7730,Sand,0.1708,2,0.3933,1,2026-05-19T06:14:53.3484900+02:00
roll,1,Sand,12.0,2700,14.619,-209.8092,8.3402,-83.7730,-209.6448,8.4488,-83.7730,Sand,0.1644,2,0.3857,2,2026-05-19T06:14:53.6691230+02:00
roll,1,Sand,15.0,500,17.821,-209.8104,8.3612,-83.7730,-209.5003,8.5400,-83.7730,Sand,0.3102,2,0.5850,1,2026-05-19T06:14:53.9829710+02:00
roll,1,Sand,15.0,500,17.811,-209.7583,8.3857,-83.7730,-209.4714,8.5582,-83.7730,Sand,0.2869,2,0.5711,2,2026-05-19T06:14:54.3026260+02:00
roll,1,Sand,15.0,2700,17.816,-209.7974,8.3661,-83.7730,-209.4994,8.5405,-83.7730,Sand,0.2980,2,0.5865,1,2026-05-19T06:14:54.6294350+02:00
roll,1,Sand,15.0,2700,17.806,-209.7458,8.3904,-83.7730,-209.4721,8.5577,-83.7730,Sand,0.2737,2,0.5722,2,2026-05-19T06:14:54.9749480+02:00
roll,1,Sand,20.0,500,23.414,-209.7600,8.3551,-83.7730,-209.5312,8.5205,-83.7730,Sand,0.2289,2,0.7438,1,2026-05-19T06:14:55.2900240+02:00
roll,1,Sand,20.0,500,23.407,-209.7098,8.4182,-83.7730,-209.2708,8.6334,-83.7730,Sand,0.4389,2,0.8087,2,2026-05-19T06:14:55.6340650+02:00
roll,1,Sand,20.0,2700,23.410,-209.7482,8.4113,-83.7730,-209.2573,8.6328,-83.7730,Sand,0.4908,2,0.8322,1,2026-05-19T06:14:55.9488700+02:00
roll,1,Sand,20.0,2700,23.404,-209.6984,8.4222,-83.7730,-209.2783,8.6337,-83.7730,Sand,0.4201,2,0.8057,2,2026-05-19T06:14:56.2667200+02:00
roll,1,Sand,25.0,500,29.019,-209.7357,8.3825,-83.7730,-209.2647,8.6331,-83.7730,Sand,0.4710,2,0.9689,1,2026-05-19T06:14:56.6112380+02:00
roll,1,Sand,25.0,500,29.016,-209.6864,8.4456,-83.7730,-209.0493,8.6243,-83.7730,Sand,0.6370,2,1.0119,2,2026-05-19T06:14:56.9245490+02:00
roll,1,Sand,25.0,2700,29.016,-209.7251,8.3862,-83.7730,-209.2873,8.6341,-83.7730,Sand,0.4378,2,0.9635,1,2026-05-19T06:14:57.2771580+02:00
roll,1,Sand,25.0,2700,29.013,-209.6761,8.4493,-83.7730,-209.0596,8.6247,-83.7730,Sand,0.6165,2,1.0097,2,2026-05-19T06:14:57.5955550+02:00
roll,1,CartPath,3.0,500,15.495,-275.9379,12.7752,-79.7730,-273.3897,12.5136,-79.7730,Fairway,2.5482,6,4.6294,1,2026-05-19T06:14:57.9284710+02:00
roll,1,CartPath,3.0,500,15.501,-275.8359,12.7647,-79.7730,-273.2867,12.5028,-79.7730,Fairway,2.5492,6,4.6301,2,2026-05-19T06:14:58.2844580+02:00
roll,1,CartPath,3.0,2700,15.491,-276.0396,12.7868,-79.7730,-273.4756,12.5234,-79.7730,Fairway,2.5639,6,4.6266,1,2026-05-19T06:14:58.6424420+02:00
roll,1,CartPath,3.0,2700,15.497,-275.9373,12.7742,-79.7730,-273.3719,12.5116,-79.7730,Fairway,2.5654,6,4.6308,2,2026-05-19T06:14:59.0029870+02:00
roll,1,CartPath,6.0,500,16.487,-272.3450,12.3738,-79.7730,-267.3710,11.8503,-79.7730,Fairway,4.9740,6,4.6845,1,2026-05-19T06:14:59.3722860+02:00
roll,1,CartPath,6.0,500,16.492,-272.2410,12.3624,-79.7730,-267.2658,11.8391,-79.7730,Fairway,4.9752,6,4.6859,2,2026-05-19T06:14:59.7206730+02:00
roll,1,CartPath,6.0,2700,16.485,-272.4200,12.3817,-79.7730,-267.3282,11.8456,-79.7730,Fairway,5.0918,6,4.6771,1,2026-05-19T06:15:00.0771810+02:00
roll,1,CartPath,6.0,2700,16.490,-272.3159,12.3700,-79.7730,-267.2226,11.8344,-79.7730,Fairway,5.0932,6,4.6785,2,2026-05-19T06:15:00.4219700+02:00
roll,1,CartPath,9.0,500,17.866,-269.3652,12.0428,-79.7730,-261.8795,11.3017,-79.7730,Fairway,7.4858,6,4.7308,1,2026-05-19T06:15:00.7663030+02:00
roll,1,CartPath,9.0,500,17.870,-269.2592,12.0320,-79.7730,-261.7724,11.2917,-79.7730,Fairway,7.4868,6,4.7328,2,2026-05-19T06:15:01.1014060+02:00
roll,1,CartPath,9.0,2700,17.863,-269.2652,12.0340,-79.7730,-261.5090,11.2675,-79.7730,Fairway,7.7562,6,4.7109,1,2026-05-19T06:15:01.4525570+02:00
roll,1,CartPath,9.0,2700,17.868,-269.1585,12.0183,-79.7730,-261.4041,11.2580,-79.7730,Fairway,7.7545,6,4.7099,2,2026-05-19T06:15:01.7922110+02:00
roll,1,CartPath,12.0,500,19.608,-266.8884,11.7744,-79.7730,-256.7462,10.8762,-79.7730,Fairway,10.1422,6,4.7700,1,2026-05-19T06:15:02.1234340+02:00
roll,1,CartPath,12.0,500,19.612,-266.7809,11.7635,-79.7730,-256.6390,10.8683,-79.7730,Fairway,10.1419,6,4.7702,2,2026-05-19T06:15:02.4590420+02:00
roll,1,CartPath,12.0,2700,19.590,-266.3418,11.7197,-79.7730,-255.8417,10.8109,-79.7730,Fairway,10.5001,6,4.7239,1,2026-05-19T06:15:02.7962940+02:00
roll,1,CartPath,12.0,2700,19.594,-266.2339,11.7094,-79.7730,-255.7337,10.8033,-79.7730,Fairway,10.5002,6,4.7253,2,2026-05-19T06:15:03.1298550+02:00
roll,1,CartPath,15.0,500,21.812,-264.7932,11.5611,-79.7730,-251.6317,10.5503,-79.7730,Fairway,13.1615,6,4.8231,1,2026-05-19T06:15:03.4669480+02:00
roll,1,CartPath,15.0,500,21.816,-264.6844,11.5452,-79.7730,-251.5298,10.5448,-79.7730,Fairway,13.1546,6,4.8195,2,2026-05-19T06:15:03.8128320+02:00
roll,1,CartPath,15.0,2700,21.773,-263.9459,11.4727,-79.7730,-250.5088,10.4912,-79.7730,Fairway,13.4371,6,4.7408,1,2026-05-19T06:15:04.1515980+02:00
roll,1,CartPath,15.0,2700,21.776,-263.8365,11.4630,-79.7730,-250.4005,10.4859,-79.7730,Fairway,13.4361,6,4.7401,2,2026-05-19T06:15:04.4927650+02:00
roll,1,CartPath,20.0,500,26.192,-261.9757,11.2887,-79.7730,-243.0236,10.1930,-79.7730,Fairway,18.9522,6,5.7197,1,2026-05-19T06:15:04.8477950+02:00
roll,1,CartPath,20.0,500,26.195,-261.8652,11.2787,-79.7730,-242.9179,10.1901,-79.7730,Fairway,18.9473,6,5.7180,2,2026-05-19T06:15:05.1824420+02:00
roll,1,CartPath,20.0,2700,26.132,-260.8777,11.1881,-79.7730,-241.8827,10.1590,-79.7730,Fairway,18.9950,6,5.7948,1,2026-05-19T06:15:05.6462130+02:00
roll,1,CartPath,20.0,2700,26.134,-260.7676,11.1796,-79.7730,-241.7763,10.1559,-79.7730,Fairway,18.9914,6,5.7984,2,2026-05-19T06:15:06.1383220+02:00
roll,1,CartPath,25.0,500,30.552,-260.0048,11.1068,-79.7730,-236.2620,10.0949,-79.7730,Green,23.7427,5,4.9417,1,2026-05-19T06:15:06.5156690+02:00
roll,1,CartPath,25.0,500,30.553,-259.8946,11.0979,-79.7730,-236.1570,10.0923,-79.7730,Green,23.7376,5,4.9411,2,2026-05-19T06:15:06.9006750+02:00
roll,1,CartPath,25.0,2700,30.459,-258.7473,11.0085,-79.7730,-237.6927,10.1313,-79.7730,Green,21.0546,5,4.1501,1,2026-05-19T06:15:07.2783740+02:00
roll,1,CartPath,25.0,2700,30.460,-258.6356,11.0000,-79.7730,-237.5886,10.1287,-79.7730,Green,21.0470,5,4.1543,2,2026-05-19T06:15:07.6466070+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,1,2026-05-19T06:15:07.9807710+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,2,2026-05-19T06:15:08.3201280+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,3,2026-05-19T06:15:08.6742740+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,1,2026-05-19T06:15:09.0077610+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,2,2026-05-19T06:15:09.3697800+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,3,2026-05-19T06:15:09.7240380+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,1,2026-05-19T06:15:10.0828820+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,2,2026-05-19T06:15:10.4140520+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,3,2026-05-19T06:15:10.7458520+02:00
