frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
251,roll,Fairway,78.0976,10.2915,28.0504,10.2702,10.2702
252,roll,Fairway,78.0961,10.2915,28.0503,10.2702,10.2702
253,roll,Fairway,78.0945,10.2915,28.0501,10.2702,10.2702
254,roll,Fairway,78.0930,10.2916,28.0499,10.2702,10.2702
255,roll,Fairway,78.0915,10.2916,28.0498,10.2702,10.2702
256,roll,Fairway,78.0899,10.2916,28.0496,10.2702,10.2702
257,roll,Fairway,78.0884,10.2916,28.0495,10.2703,10.2703
258,roll,Fairway,78.0868,10.2916,28.0493,10.2703,10.2703
259,roll,Fairway,78.0853,10.2916,28.0492,10.2703,10.2703
260,roll,Fairway,78.0838,10.2916,28.0490,10.2703,10.2703
261,roll,Fairway,78.0822,10.2916,28.0489,10.2703,10.2703
262,roll,Fairway,78.0807,10.2917,28.0487,10.2703,10.2703
263,roll,Fairway,78.0791,10.2917,28.0486,10.2703,10.2703
264,roll,Fairway,78.0776,10.2917,28.0484,10.2703,10.2703
265,roll,Fairway,78.0761,10.2917,28.0483,10.2703,10.2703
266,roll,Fairway,78.0745,10.2917,28.0481,10.2704,10.2704
267,roll,Fairway,78.0730,10.2917,28.0480,10.2704,10.2704
268,roll,Fairway,78.0715,10.2917,28.0478,10.2704,10.2704
269,roll,Fairway,78.0700,10.2918,28.0477,10.2704,10.2704
270,roll,Fairway,78.0684,10.2918,28.0475,10.2704,10.2704
271,roll,Fairway,78.0669,10.2918,28.0474,10.2704,10.2704
272,roll,Fairway,78.0654,10.2918,28.0472,10.2704,10.2704
273,roll,Fairway,78.0638,10.2918,28.0470,10.2705,10.2705
274,roll,Fairway,78.0623,10.2918,28.0469,10.2705,10.2705
275,roll,Fairway,78.0608,10.2918,28.0467,10.2705,10.2705
276,roll,Fairway,78.0593,10.2918,28.0466,10.2705,10.2705
277,roll,Fairway,78.0577,10.2918,28.0464,10.2705,10.2705
278,roll,Fairway,78.0562,10.2919,28.0463,10.2705,10.2705
279,roll,Fairway,78.0547,10.2919,28.0461,10.2705,10.2705
280,roll,Fairway,78.0532,10.2919,28.0460,10.2705,10.2705
281,roll,Fairway,78.0517,10.2919,28.0458,10.2705,10.2705
282,roll,Fairway,78.0502,10.2919,28.0457,10.2706,10.2706
283,roll,Fairway,78.0487,10.2919,28.0455,10.2706,10.2706
284,roll,Fairway,78.0471,10.2919,28.0454,10.2706,10.2706
285,roll,Fairway,78.0456,10.2920,28.0452,10.2706,10.2706
286,roll,Fairway,78.0441,10.2920,28.0451,10.2706,10.2706
287,roll,Fairway,78.0426,10.2920,28.0449,10.2706,10.2706
288,roll,Fairway,78.0411,10.2920,28.0448,10.2706,10.2706
289,roll,Fairway,78.0396,10.2920,28.0446,10.2707,10.2707
290,roll,Fairway,78.0381,10.2920,28.0445,10.2707,10.2707
291,roll,Fairway,78.0366,10.2920,28.0443,10.2707,10.2707
292,roll,Fairway,78.0351,10.2920,28.0442,10.2707,10.2707
293,roll,Fairway,78.0335,10.2920,28.0440,10.2707,10.2707
294,roll,Fairway,78.0320,10.2921,28.0439,10.2707,10.2707
295,roll,Fairway,78.0306,10.2921,28.0438,10.2707,10.2707
296,roll,Fairway,78.0291,10.2921,28.0436,10.2707,10.2707
297,roll,Fairway,78.0276,10.2921,28.0435,10.2707,10.2707
298,roll,Fairway,78.0261,10.2921,28.0433,10.2708,10.2708
299,roll,Fairway,78.0246,10.2921,28.0432,10.2708,10.2708
300,roll,Fairway,78.0231,10.2921,28.0431,10.2708,10.2708
301,roll,Fairway,78.0216,10.2921,28.0429,10.2708,10.2708
302,roll,Fairway,78.0201,10.2921,28.0428,10.2708,10.2708
303,roll,Fairway,78.0186,10.2922,28.0427,10.2708,10.2708
304,roll,Fairway,78.0171,10.2922,28.0425,10.2708,10.2708
305,roll,Fairway,78.0156,10.2922,28.0424,10.2708,10.2708
306,roll,Fairway,78.0141,10.2922,28.0422,10.2708,10.2708
307,roll,Fairway,78.0126,10.2922,28.0421,10.2709,10.2709
308,roll,Fairway,78.0111,10.2922,28.0420,10.2709,10.2709
309,roll,Fairway,78.0096,10.2922,28.0418,10.2709,10.2709
310,roll,Fairway,78.0082,10.2922,28.0417,10.2709,10.2709
311,roll,Fairway,78.0067,10.2923,28.0416,10.2709,10.2709
312,roll,Fairway,78.0052,10.2923,28.0414,10.2709,10.2709
313,roll,Fairway,78.0037,10.2923,28.0413,10.2709,10.2709
314,roll,Fairway,78.0022,10.2923,28.0411,10.2709,10.2709
315,roll,Fairway,78.0008,10.2923,28.0410,10.2710,10.2710
316,roll,Fairway,77.9993,10.2923,28.0409,10.2710,10.2710
317,roll,Fairway,77.9978,10.2923,28.0407,10.2710,10.2710
318,roll,Fairway,77.9963,10.2923,28.0406,10.2710,10.2710
319,roll,Fairway,77.9948,10.2923,28.0405,10.2710,10.2710
320,roll,Fairway,77.9934,10.2923,28.0403,10.2710,10.2710
321,roll,Fairway,77.9919,10.2924,28.0402,10.2710,10.2710
322,roll,Fairway,77.9904,10.2924,28.0400,10.2710,10.2710
323,roll,Fairway,77.9889,10.2924,28.0399,10.2710,10.2710
324,roll,Fairway,77.9875,10.2924,28.0398,10.2710,10.2710
325,roll,Fairway,77.9860,10.2924,28.0396,10.2711,10.2711
326,roll,Fairway,77.9845,10.2924,28.0395,10.2711,10.2711
