frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
348,roll,Fairway,-405.6813,0.0213,-72.0000,0.0000,0.0000
349,roll,Fairway,-405.6826,0.0213,-72.0000,0.0000,0.0000
350,roll,Fairway,-405.6839,0.0213,-72.0000,0.0000,0.0000
351,roll,Fairway,-405.6852,0.0213,-72.0000,0.0000,0.0000
352,roll,Fairway,-405.6864,0.0213,-72.0000,0.0000,0.0000
353,roll,Fairway,-405.6877,0.0213,-72.0000,0.0000,0.0000
354,roll,Fairway,-405.6890,0.0213,-72.0000,0.0000,0.0000
355,roll,Fairway,-405.6902,0.0213,-72.0000,0.0000,0.0000
356,roll,Fairway,-405.6915,0.0213,-72.0000,0.0000,0.0000
357,roll,Fairway,-405.6927,0.0213,-72.0000,0.0000,0.0000
358,roll,Fairway,-405.6940,0.0213,-72.0000,0.0000,0.0000
359,roll,Fairway,-405.6953,0.0213,-72.0000,0.0000,0.0000
360,roll,Fairway,-405.6965,0.0213,-72.0000,0.0000,0.0000
361,roll,Fairway,-405.6978,0.0213,-72.0000,0.0000,0.0000
362,roll,Fairway,-405.6991,0.0213,-72.0000,0.0000,0.0000
363,roll,Fairway,-405.7003,0.0213,-72.0000,0.0000,0.0000
364,roll,Fairway,-405.7016,0.0213,-72.0000,0.0000,0.0000
365,roll,Fairway,-405.7028,0.0213,-72.0000,0.0000,0.0000
366,roll,Fairway,-405.7041,0.0213,-72.0000,0.0000,0.0000
367,roll,Fairway,-405.7053,0.0213,-72.0000,0.0000,0.0000
368,roll,Fairway,-405.7066,0.0213,-72.0000,0.0000,0.0000
369,roll,Fairway,-405.7078,0.0213,-72.0000,0.0000,0.0000
370,roll,Fairway,-405.7091,0.0213,-72.0000,0.0000,0.0000
371,roll,Fairway,-405.7103,0.0213,-72.0000,0.0000,0.0000
372,roll,Fairway,-405.7116,0.0213,-72.0000,0.0000,0.0000
373,roll,Fairway,-405.7128,0.0213,-72.0000,0.0000,0.0000
